#,Word,Meaning
678,‫قَالُوْا‬,they said
679,‫قُلُوْب‬,hearts
680,‫غُلْفٌ‬,"wrapping, covering"
681,‫بَلْ‬,"may, but"
682,‫لَعَنَ‬,cursed
683,‫هُمْ‬,"them, they"
684,لَمَّا,when
685,‫مُصَدِّق ‬,that which confirms
686,‫لِمَا مَعَهُمْ‬,what was with them
687,يَسْتَفْتِحُوْنَ,they ask for victory
688,‫مَا عَرَفُوْا‬,which they recognised
689,بِئْسَمَا,evil is that which
690,‫اِشْتَرَوْا‬,they sold
691,‫أَنْ‬,that
692,‫يَكْفُرُوْا‬,"they disbelieve, reject faith"
693,‫بَغْيًا‬,"to rebel / revolt, insolence"
694,‫بَآعُوْا‬,they incurred / drew upon themselves
695,‫مُهِيْنٌ‬,"humiliating, disgraceful"
696,‫وَرَآءَ‬,"besides, after"
697,‫لِمَ‬,why?
698,‫أَنْبِيَاَء الَّلهِ‬,Prophets of Allah
699,‫عِجْلٌ‬,calf
700,‫رَفَعْنَا‬,we raised
701,‫فَوْقَ‬,"above, over"
702,‫طُوْر‬,name of a mountain
703,‫خُذُوْا‬,hold
704,‫بِقُ َّ وةٍ‬,"firmly, with strength"
705,‫وَاسْمَعُوْا‬,and listen
706,‫عَصَيْنَا‬,we disobeyed / denied
707,‫أُشْرِبُوْا‬,"they were filled of, (they were made to drink)"
708,‫يَأْمُرُ‬,gives command
709,‫إِنْ آَانَتْ‬,if it is
710,‫الَّ دارُ الْآخِرَةُ‬,home of the Hereafter
711,‫عِنْدَالَّلهِ‬,with Allah
712,‫خَالِصَةً‬,"exclusively, specially"
713,مِنْ دُوْنِ النَّاس,not for others of mankind
715,‫أَبَدًا‬,"always, ever, forever, eternal"
716,قَدَّمَت,sent before
717,‫أَيْدِيْهِمْ‬,their hands
718,‫عَلِيْمٌ‬,"Aware, Knower"
719,‫لَتَجِدَنَّ ‬,"you will indeed find,"
720,‫أَحْرَصَ‬,most greedy
721,‫حَيوة‬,life
722,‫أَشْرَآُوْا‬,they associated (partners with Allah)
723,‫يَوَدُّ ‬,"wishes, desires"
724,‫أَحَدُهُمْ‬,each one / everyone of them
725,‫لَوْ‬,if
726,‫يُعَ َّ مرُ‬,"is allowed to live, given life"
727,‫أَلْفَ‬,one thousand
728,‫سَنَة‬,year
729,مَا هُو,not that / it
730,‫مُزَحْزِحٌ‬,"one who can save, remover"
731,‫بَصِيْرٌ‬,"beholder, one who sees"
732,‫عَدُ ٌّ و‬,enemy
733,‫إِذْنٌ‬,"leave, permission"
734,‫بُشْرَى‬,glad tidings
735,‫جِبْرِيْلَ‬,the Angel Jibra' eel (Gabriel) (A.H)
736,‫مِيْكَالَ‬,the Angle Mekaal (Michael) (A.H)
737,‫فَاسِقُوْنَ‬,those who rebel against Allah's commands
738,‫نَبَذَ‬,"threw away, cast aside"
739,‫أُوْتُوْا‬,they were given
740,‫وَرَآءَ‬,behind
741,‫ظُهُورْ‬,backs
778,‫خَلَاقٌ‬,"portion, share"
779,‫لَبِئْسَ‬,surely it is evil
780,‫شَرَوْا‬,they sold
781,أَنَّهُمْ,that they
782,‫مَثُوْبَةٌ‬,"recompense, reward"
783,‫خَيْرٌ‬,better
784,‫رَاعِنَا‬,"attend to us, listen to us"
785,‫أُنْظُرْنَا‬,"look upon us (above two Arabic words have similar meanings. But the Jews, by
twisting their tongues, linger the first word which means our herdsman. Therefore,
muslims were forbidden to use this word and advise to use second word.)"
786,‫مَا يَوَدُّ ‬,doesn't like/ love / wish
787,‫يَخْتَصُّ ‬,chooses
788,‫مَنْ َّ يشَآءُ‬,whom (He) wills
789,‫ذُوالْفَضْلِ‬,of bounty / grace
790,‫عَظِيْمٌ‬,"great, infinte"
791,‫نَنْسَخْ‬,we abrogate
792,‫أَوْ‬,or
793,‫نَأْ ِت‬‏,we bring
794,‫أَلَمْ‬,do (you) not
795,‫تَعْلَمْ‬,you know
796,دُوْنِ اللَّهِ,besides Allah
797,‫وَلِيٌّ ‬,"patron, friend"
798,‫نَصِيْرٌ‬,helper
799,‫أَمْ تُرِيْدُوْنَ‬,do you desire / intend?
800,‫تَسْئَلُوْا‬,you question
801,كَمَا,as
802,‫سُئِلَ‬,was questioned
803,يَتَبَدَّلُ,exchanges
804,‫سَوآءَ ال َّ سبِيْل‬,"plain road, even way"
805,‫وَدَّ ‬,"desired, wished, longed"
806,كَثِيْرٌ,many
807,‫لَوْ‬,"that, if"
808,تَبَيَّنَ,"became manifest, evident"
809,‫عَفْوٌ‬,to forgive / pardon / excuse
810,‫صَفْحٌ‬,"to look over, to pass over"
811,‫يَاتِيْ‬,"brings about, sends"
812,‫أَمْرٌ‬,"command, order"
813,تُقَدِّمُوْا,you send forth
814,‫تَجِدُوْا‬,you will find
815,‫عِنْدَ‬,with
816,‫تِلْ َك‬‏,"these (actual meaning is ""that"")"
817,‫أَ مَانِيُّهُمْ,their desires
818,‫هَاتُوْا‬,"brings about, sends"
819,‫بُرْهَانٌ‬,"proof, evidence"
820,‫بَلى‬,"nay, why not"
821,‫أَسْلَمَ‬,"surrendered, submitted"
822,‫وَجْهَهُ‬,"his face, himself"
823,‫ُمُحْسِنٌ‬,one who does good
824,‫أَجْرٌ‬,"reward, remuneration, wage"
825,‫حُزُنٌ‬,"grief, sadness, sorrow, gloom"
826,‫قَالَتِ الْيَهُوْدُ‬,the Jews said
827,‫لَيْسَتْ‬,not
828,‫آَذَلِك‬‬,likewise
829,‫أَظْلَمُ‬,"greater wrong-doer, more unjust"
830,‫مَنَعَ‬,"forbade, prevented"
831,مَسَاجِد,mosques
832,‫يُذْآَرُ‬,being mentioned
833,‫سَعى‬,strived
834,‫خَرَاب‬,ruin
835,‫دَخَلَ‬,to enter
836,‫خَآئِفِيْنَ‬,those who fear
837,‫خِزْىٌ‬,disgrace
838,‫أَيْنَمَا‬,"whithersoever, wherever"
839,تُوَلُّوْا,you turn
840,‫ثُ َّم‬,there
841,‫وَجْهُ الَّلهِ‬,face of Allah
842,‫وَلَدًا‬,son
843,‫سُبْحَانَُه‬,"be He Glorified, Glory be to Him"
844,‫قَانِتٌ‬,one who renders worship to Allah
845,‫بَدِيْعٌ‬,"The Originator, Innovator"
846,‫إِذَا‬,when
847,‫قَضى‬,decreed
848,‫أَمْرً‬,matter
849,‫آُنْ‬,be
850,‫يَكُوْنُ‬,it becomes
851,‫لَوْ لَا‬,why (does) not
852,‫تَشَابَهَتْ‬,"similar, alike, resembling"
853,‫بَيَّ َّ نا‬,we have made clear
854,‫بَشِيْر‬,one who gives good tidings
855,‫نَذِيْرٌ‬,warner
856,‫لَا تُسْئَلُ‬,you will not be asked
857,‫أَصْحَابُ الْجَحِيْم‬,inmates of the Hell
858,‫لَنْ‬,never
859,‫تَرَْضى‬,will be pleased / satisfied
860,‫عَنْكَ‬,with you
861,حَتَّى,unless
862,تَتَّبِعَ,you follow
864,‫أَهْوَآءٌ‬,desires
865,‫جَآءَكَ‬,came unto thee
866,‫مَا لَكَ‬,you have no
867,‫عَدْلٌ‬,compensation
868,‫اِبْتَلى‬,tried
869,‫أَتَمَّ ‬,fulfilled
870,‫جَاعِلٌ‬,maker
871,‫إِمَامًا‬,"leader, Imam"
872,‫ذُ ِّ رَّ يةٌ‬,"offspring, progeny"
873,‫لَايَنَالُ‬,shall not reach
874,‫عَهْدٌ‬,"covenant, promise"
875,‫جَعَلْنَا‬,we made
877,‫مَثَابَةً‬,a place of resort / assemble
878,اِتَّخَذُوْا,"take, adopt"
879,مَقَامُ إِبْرَاهِيْمَ,place where Prophet Ibrahim (AH) stood
880,‫مُصَلّى‬,place of worship (prayer)
881,‫طَ ِّ هرَا‬,"purify, clean"
882,‫طَآئِفِيْنَ‬,those who go round (the Ka'ba)
883,‫عَاآِفِيْنَ‬,those who stay (at mosques for worship
885,أَمْنًا,"peace, security"
886,‫اُرْزُقْ‬,provide
887,‫أَهْلُ‬,people of
889,‫أَضْطَرُّ ‬,I shall compel / coerce
890,‫رَفَعَ‬,raised
891,‫قَوَاعِدَ‬,foundations
892,تَقَبَّل,accept
893,‫أُ َّ مةٌ‬,"group of people, (community)"
894,‫أَرِنَا‬,show us
895,‫مَنَاسِكَ‬,"ways of worship, rites"
896,‫تُبْ‬,"relent, turn (in mercy), accept (our repentence)"
897,‫ابْعَثْ‬,raise up
898,‫الْحِكْمَةُ‬,wisdom
899,‫يُزَ ِّ آيْ‬,"purifies, makes them grow"
900,‫رَغِبَ عَنْ‬,turned away
901,‫رَغَبَ إِلى‬,turned towards
902,‫سَفِهَ‬,be fooled
903,‫اِصْطَفَيْنَا‬,we chose
904,‫أَسْلِمْ‬,"surrender, submit"
905,‫وَ َّ صى‬‏,enjoined
906,‫بَنِيْ‬,sons
907,‫يا بَنيَّ ‬,O my sons
908,‫إِذْحَضَرَ‬,when (it) came
909,‫إِلهٌ‬,God
910,‫َابَاءَ‬,fathers
911,‫خَلَتْ‬,passed away
912,‫عَ َّ ما‬,of what
914,‫تَهْتَدُوْا‬,you will be rightly guided
915,‫حَنِيْفًا‬,the upright
916,‫الْأَسْبَاط‬,"tribes, descendants"
917,‫أُوْتِىَ‬,was / were given
918,نَبِيُّوْنَ,Prophets
920,‫بَيْنَ‬,between
921,‫اَحَدٍ‬,anyone
922,تَوَلَّوْا,they turned away
923,‫شِقَاقٌ‬,"schism, split, dissension"
924,‫فَ‬,"so, then"
925,‫سَ‬,"shortly, in near future"
926,‫يَكْفِيْ‬,suffices
927,‫كَ‬,"you, your"
928,‫يَكْفِيْكَهُمُ الَّلهُ‬,Allah will suffice you in defense against them
929,‫صِبْغَةٌ‬,"color, dye"
930,‫مَنْ‬,who
931,‫أَحْسَنَ‬,better
932,‫عَابِدُوْنَ‬,worshippers
933,‫فِي الَّله‬,"concerning Allah, regarding Allah"
934,مُخْلِصُوْنَ,sincere (worshippers)
935,‫اَعْلَمُ‬,know better
936,‫آَتَمَ‬,concealed
937,‫شَهَادَةٌ‬,testimony
938,‫سَ‬,"now, near, in near future"
939,مَا وَلَّهُمْ,what has turned them
940,‫قِبْلَةَ‬,place towards which one faces while praying
942,‫آَذالِكَ‬,thus
943,‫مَا جَعَلْنَا‬,we did not appoint / made
944,‫مِ َّ منْ‬,who
945,‫يَنْقَلِبُ‬,turns away
946,‫عَقِبٌ‬,heel
947,‫عَقِبَيْهِ‬,his two heels
948,‫إِنْ آَانَتْ‬,though it was
949,‫لَ‬,verily
950,‫آَبِيْرَةٌ‬,"momentous, grievous"
951,‫يَضِيْعُ‬,lets (it) go waste
952,رَؤُوْف,full of kindness
953,‫قَدْ‬,assuredly
954,‫نَرَى‬,we see
955,‫تَقَلُّ  َب‬‏,turning
956,‫وَجْهَكَ‬,your face
957,فَلَنُوَلِّيَنَّك,"now, we shall turn you"
958,‫فَ‬,so
959,‫لَ‬,verily
961,‫أَنَّ ‬,"surely, verily"
962,‫وَلِّ ‬,turn
963,‫شَطْرَ‬,towards
964,‫الْمَسْجِدِ الْحَرَامِ‬,the sacred mosque (the mosque containing Ka'bah)
965,‫حَيْثُ‬,"wherever, wheresoever"
966,‫أُوْتُوْا الْكِتَاب‬‬,were given the Book (scripture)
967,‫مَا‬,"not (The meaing of this word depends upon the context. It is used as (1) an
interrogative pronoun: what , why; (2) a relative pronoun: that, which, whatever, all
that, (3) negation: not; and (4) conjunction: as long as, whenever, as far as, etc.)."
968,‫لَئِنْ‬,even if
969,‫أَتَيْتَ‬,you brought
970,‫يَعْرِفُوْنَ‬,they recognize
971,‫أَبْنَآءُ‬,sons
972,‫آَتَمَ‬,concealed
973,‫ُممْتَرِيْنَ‬,"doubters, (those who) waver"
974,‫وِجْهَةٌ‬,"direction, goal"
975,‫مُوَلِّي‬ي‬ ‬,one who turns
976,‫اِ ْستَبِقُوْا‬‏,"compete, vie with one another"
977,‫خَيْرَاتْ‬,"good deeds, works"
978,‫أَيْنَمَا‬,"wheresoever, wherever"
979,‫وَلِّ ‬,turn
981,‫حُ َّ جةٌ‬,argument
982,‫أُتِ ُّم‬,I (may) complete
983,‫لَعَ َّ ل‬,"may, might"
984,‫تَهْتَدُوْنَ‬,you are / will be rightly guided
985,‫آَمَا‬,"even as, similarly"
986,‫أَرْسَلْنَا‬,we (have) sent
987,‫فِيْكُْم‬,among you
988,‫يَتْلُوْا‬,recites
989,‫ذِآْرٌ‬,remembrance
990,‫شُكْرٌ‬,"thanksgiving, gratitude"
991,‫مَعَ‬,with
992,‫سَبِيْلِ الَّله‬,way / path of Allah
993,‫أَمْوَات‬,dead
994,‫أَحْيَآءٌ‬,"living, alive"
995,‫نَبْلُوْا‬,we shall try / test
996,‫جُوْعٌ‬,hunger
997,‫نَقْضٌ‬,loss
998,‫أَمْوَالٌ‬,"wealth, worldly goods"
999,‫ثَمَرَاتٌ‬,"fruits, crops"
1000,‫أَصَابَتْ‬,"struck, befall"
1001,‫مُصِيْبَةٌ‬,"misfortune, calamity"
1002,‫صَلَوَاتٌ‬,blessings
1003,‫صَفَا وَ مَرْوَة‬,names of two mountains in makkah near Ka'bah
1004,‫شَعَآئِرْ‬,"symbols, signs"
1005,‫حَجَّ ‬,performed Hajj (the pilgrimage)
1006,‫إِعْتَمَرَ‬,"perfomed Umrah (visited makkah to perform the pilgrimage in a period other than
that of Hajj)"
1007,‫جُنَاٌح‬,"sin, wrong"
1008,‫تَطَ َّ وعَ‬,did (more) good on his own accord
1009,‫شَاآٌِر‬,"responsive to gratitude, bountiful in rewarding"
1010,‫عَلِيْمٌ‬,"aware, all knowing"
1011,‫أَجْمَعِيْنَ‬,"combined, all"
1012,‫خَ َّ خفَ‬,lightened
1013,‫يُنْظَرُوَْن‬,they will be reprieved / granted respite
1014,‫خَلْقٌ‬,"creation, to creat"
1015,‫اِخْتِلَا ْف‬‏,"difference, alternation"
1016,‫لَيْلَ‬,night
1017,‫نَهَارٌ‬,day
1018,‫فُلْكٌ‬,ship
1019,‫تَجْرِيْ‬,"runs, sails"
1020,‫بَحْرٌ‬,sea
1021,‫بَثَّ ‬,"spread, dispersed, scattered"
1022,‫دَآَّ بةٌ‬,"moving creatures, beasts"
1023,‫تَصْرِيْفٌ‬,veering
1024,‫رِيَاحُ‬,winds
1025,‫سَحَابْ‬,clouds
1026,‫مُسَ َّ خرٌ‬,that which is made subservient
1027,‫بَيْنَ‬,between
1028,‫دُوِْن الَّلهِ‬,besides Allah
1029,‫أَنْدَادًا‬,"compeers, equals"
1030,‫حُبٌّ ‬,love
1031,‫أَشَدُّ ‬,"stronger, strauncher"
1032,‫تَبَ َّ رأَ‬,"disowned, cleared oneself, exonerated"
1033,‫اَّ تبِعُوْا‬,those who were followed
1034,‫اَّ تبَعُوْا‬,they followed
1035,‫تَقَ َّ طعَ‬‏,"cut off, cut asunder"
1036,‫أَسْبَابْ‬,"aims, ties, relations, means"
1037,‫لَْو أَنَّ  لَنَا‬,"if it were for us, would that be for us"
1038,‫آَ َّ رةً‬,(second / more) chance
1039,‫حَسَرَاتْ‬,intense regrets
1040,‫َخارِجِيْنَ‬,those who come out
1041,‫نَار‬,"fire, hell fire"
1042,‫طَِّ يبًا‬,"wholesome, good"
1043,‫خُطُوَات‬,footsteps
1044,‫سُوْءٌ‬,evil
1045,‫فَحْشَآءْ‬,"indecent, shameful"
1046,‫أَلْفَيْنَا‬,we found
1047,‫أَوَلَوْ‬,what even though
1048,‫نَعْقٌ‬,to shout
1049,‫دُعَآءٌ‬,to call
1050,‫نِدَآءٌ‬,to cry
1051,‫إَِّ ياهُ‬,(to) him only / alone
1052,‫حَ َّ رمَ‬,"forbade, made unlawful"
1053,‫مَيْتَةٌ‬,"carrion, dead"
1054,‫دٌَم‬,blood
1055,‫لَحْمٌ‬,"meat, flesh"
1056,‫ِخنْزِيْرٌ‬,"swine, pig"
1057,‫أُِ  َّهل‬,"on which a name is invoked, consecrated"
1058,‫أُضْطَُرَّ ‬,is driven / forced by necessity
1059,‫بَاغٍ‬,disobedient
1060,‫عَادٍ‬,transgressing
1061,‫أِثْمٌ‬,"sin, guilt"
1062,‫بُطُوْنٌ‬,bellies
1063,‫فَمَا أَصْبَرَهُمْ‬,Then how constant are they? / How daring are they?
1064,‫شِقَاقٌ‬,schism
1065,‫بَعِيْدٌ‬,far
1066,‫لَيْسَ‬,(it is) not
1067,‫بِرٌّ ‬,"righteousness, piety"
1068,‫قِبَلَ‬,towards
1069,‫أَتَى‬,gave
1070,‫ذَوِى الْقُرْبى‬,"kinsfolk, kindred relations, those who are near"
1071,‫يَتَامى‬,orphans
1072,‫مَسَاآِيْنَ‬,"needy, poor"
1073,‫اِبْنُ ال َّ سبِيْلِ‬,wayfarers
1074,‫سَآئِلِيْنَ‬,"those who ask, beggars"
1075,‫رِقَابْ‬,"slaves, (necks of slaves), those in bondage"
1076,‫مُوْفُوْنَ‬,those who kepp/fulfil (promise)
1077,‫بَأْسَآءٌ‬,"suffering, tribulation"
1078,‫ضَ َّ رآءُ‬,"adversity, hardship"
1079,‫حِيْنَ الْبَأْسِ‬,time of stress / panic
1080,‫صَدَقُوْا‬,sincere / true
1081,‫مَُّ تقُوْنَ‬,"God-conscious, God-fearing"
1082,‫آُتِبَ‬,"is prescribed, ordained"
1083,‫قِصَاصٌ‬,"retaliation, just retribution, law of equality"
1084,‫قَتْلى‬,"murdered, slain"
1085,‫الْحُ  ُّر‬,the free man
1086,‫عَبْدُ‬,slave
1087,‫أُنْثى‬,female
1088,‫َ‫عُفِ‬ى‬,is forgiven / pardoned
1089,‫أَخِيْهِ‬,his brother
1090,‫إِِّ تبَاعٌ‬,"to follow, to adhere"
1091,‫مَعْرُوْفٌ‬,"according to usage, fair"
1092,‫أَدَآءٌ‬,"payment, compensations"
1093,‫إِحْسَانٌ‬,"kindness, goodly manner"
1094,‫تَخْفِيْفٌ‬,"alleviation, concession, act of making light"
1095,‫اعْتَدَى‬,"transgressed, exceeded the limit"
1096,‫حَيوةٌ‬,life
1097,‫أُولِي الْأَلْبَابِ‬,those (men) of understanding or insight
1098,‫حَضََر‬,approached
1099,‫تَرَكَ‬,left (behind)
1100,‫خَيْرٌ‬,"wealth, goods"
1101,‫وَصَِّ يةٌ‬,"to make bequest, will"
1102,‫سَمِعَ‬,"heard, listened"
1103,‫إِثْمٌ‬,"sin, guilt"
1104,‫خَافَ‬,"feared, apprehended"
1105,‫مُوْصٍ‬,testator
1106,‫جَنَفًا‬,"unjust, mistake, partiality"
